Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,No PT/Lot/Plot,No Unit,Harga Jualan (RM),Harga SPJB (RM),Status Jualan,Kuota Bumi,Scraped_Date,Scraped_Timestamp
1,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91617,PT 21306,"RM 649,375.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
2,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91618,PT 21307,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
3,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91619,PT 21308,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
4,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91620,PT 21309,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
5,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91621,PT 21310,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
6,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91622,PT 21311,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
7,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91623,PT 21312,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
8,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91624,PT 21313,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
9,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91625,PT 21314,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
10,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91626,PT 21315,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
11,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91627,PT 21316,"RM 520,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
12,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91628,PT 21317,"RM 520,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
13,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91629,PT 21318,"RM 520,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
14,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91630,PT 21319,"RM 520,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
15,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91631,PT 21320,"RM 520,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
16,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91632,PT 21321,"RM 520,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
17,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91633,PT 21322,"RM 520,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
18,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91634,PT 21323,"RM 520,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
19,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91635,PT 21324,"RM 719,440.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
20,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91636,PT 21325,"RM 722,670.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
21,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91637,PT 21326,"RM 496,555.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
22,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91638,PT 21327,"RM 481,760.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
23,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91639,PT 21328,"RM 480,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
24,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91640,PT 21329,"RM 480,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
25,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91641,PT 21330,"RM 480,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
26,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91642,PT 21331,"RM 480,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
27,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91643,PT 21332,"RM 480,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
28,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91644,PT 21333,"RM 480,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
29,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91645,PT 21334,"RM 480,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
30,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91646,PT 21335,"RM 480,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
31,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91647,PT 21336,"RM 480,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
32,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 91648,PT 21337,"RM 480,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
