Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,No PT/Lot/Plot,No Unit,Harga Jualan (RM),Harga SPJB (RM),Status Jualan,Kuota Bumi,Scraped_Date,Scraped_Timestamp
1,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39393,PT 1397,"RM 576,300.00","RM 576,300.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
2,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39394,PT 1398,"RM 423,000.00","RM 423,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
3,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39395,PT 1399,"RM 423,000.00","RM 423,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
4,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39396,PT 1400,"RM 423,000.00","RM 423,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
5,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39397,PT 1401,"RM 423,000.00","RM 423,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
6,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39398,PT 1402,"RM 423,000.00","RM 423,000.00",Telah Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
7,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39399,PT 1403,"RM 423,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
8,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39400,PT 1404,"RM 423,000.00","RM 423,000.00",Telah Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
9,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39401,PT 1405,"RM 423,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
10,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),HSD 39402,PT 1406,"RM 423,000.00","RM 423,000.00",Telah Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
