Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,No PT/Lot/Plot,No Unit,Harga Jualan (RM),Harga SPJB (RM),Status Jualan,Kuota Bumi,Scraped_Date,Scraped_Timestamp
1,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242 & GM 109,LOT 685 / PLOT 9,"RM 526,021.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
2,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242,LOT 685 / PLOT 10,"RM 445,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
3,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242,LOT 685 / PLOT 11,"RM 445,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
4,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242,LOT 685 / PLOT 12,"RM 445,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
5,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242,LOT 685 / PLOT 13,"RM 445,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
6,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242,LOT 685 / PLOT 14,"RM 445,000.00",-,Belum Dijual,Tidak,2025-12-25,2025-12-25 12:14:11
7,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242,LOT 685 / PLOT 15,"RM 400,500.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
8,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242,LOT 685 / PLOT 16,"RM 400,500.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
9,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 242,LOT 685 / PLOT 17,"RM 400,500.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
10,30825-2 TAMAN SELANDAR PERDANA,30825 MUTIARA LAFAZ SDN. BHD.,30825-2/11-2027/0918(N)-(L),GM 617 & GM 242,LOT 2830 & LOT 685 / PLOT 18,"RM 400,500.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
