Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,No PT/Lot/Plot,No Unit,Harga Jualan (RM),Harga SPJB (RM),Status Jualan,Kuota Bumi,Scraped_Date,Scraped_Timestamp
1,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-001,"RM 72,800.00","RM 72,800.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
2,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-002,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
3,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-003,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
4,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-004,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
5,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-005,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
6,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-007,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
7,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-008,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
8,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-009,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
9,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-010,"RM 72,800.00","RM 72,800.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
10,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-011,"RM 72,800.00","RM 72,800.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
11,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-012,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
12,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-013,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
13,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-014,"RM 70,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
14,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-015,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
15,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-016,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
16,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-017,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
17,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-018,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
18,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 1-019,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
19,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 2-001,"RM 72,800.00","RM 72,800.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
20,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 2-002,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
21,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 2-003,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
22,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 2-004,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
23,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 2-005,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
24,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 2-006,"RM 70,000.00","RM 70,000.00",Telah Dijual,Ya,2025-12-25,2025-12-25 12:14:11
25,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),-,KR 2-007,"RM 70,000.00",-,Belum Dijual,Ya,2025-12-25,2025-12-25 12:14:11
