Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,Status Projek Keseluruhan,Maklumat Pembangunan,Lokasi Projek,Daerah Projek,Negeri Projek,Tarikh Sah Laku Permit Terkini,Scraped_Date,Scraped_Timestamp
1,31199-1 TAMAN BANDAR BAHARU KIJAL,31199 MEGATECH PROPERTIES SDN. BHD.,31199-1/12-2027/1016(N)-(L),Lancar,Berfasa,"https://maps.google.com/maps?q=2.226310,102.321995",Melaka Tengah,Melaka,Mula: 10 Sep 2025   Tamat: 09 Sep 2028,2025-12-28,2025-12-28 05:03:30
2,30348-4 TAMAN PENGKALAN IMPIAN,30348 ANJURAN LAGENDA SDN. BHD.,30348-4/06-2028/0472(N)-(S),Lancar,Berfasa,"https://maps.google.com/maps?q=2.226300,102.322000",Melaka Tengah,Melaka,Mula: 16 Jun 2025   Tamat: 15 Jun 2028,2025-12-28,2025-12-28 05:03:30
3,30348-3 TAMAN PENGKALAN IMPIAN,30348 ANJURAN LAGENDA SDN. BHD.,30348-3/02-2026/0199(A)-(L),Lancar,Berfasa,"https://maps.google.com/maps?q=2.226310,102.321995",Melaka Tengah,Melaka,Mula: 29 Feb 2024   Tamat: 28 Feb 2026,2025-12-28,2025-12-28 05:03:30
4,30348-2 TAMAN PENGKALAN IMPIAN,30348 ANJURAN LAGENDA SDN. BHD.,30348-2/11-2025/1245(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.226300,102.322000",Melaka Tengah,Melaka,Mula: 16 Nov 2023   Tamat: 15 Nov 2025,2025-12-28,2025-12-28 05:03:30
5,30348-1 TAMAN PENGKALAN IMPIAN,30348 ANJURAN LAGENDA SDN. BHD.,30348-1/04-2025/0450(A)-(L),Siap Dengan CCC,Berfasa,"https://maps.google.com/maps?q=2.226181,102.321932",Melaka Tengah,Melaka,Mula: 14 Apr 2023   Tamat: 13 Apr 2025,2025-12-28,2025-12-28 05:03:30
